Side;Opponent;Round;Number;Attacks;Text
Reviewer_1;Author;1;1;0;The third sector, its definition and description is missing.  The third sector in Europe, Edward Elgar, spesifically discuss whether cooperations are defined within or outside the third sector.
Reviewer_1;Author;1;2;0;The case description and analysis is based only on media accounts - no actual first hand information to inform the analysis.
Reviewer_1;Author;1;3;0;I also have problems with the depth of the discussion, and I feel the conclusion does not match the promises of the abstract.
Reviewer_1;Author;1;4;0;Wrong reference number on page 4, line 14: should be 15
Reviewer_1;Author;1;5;0;Figure 1 text overwrite part of the figure, and there should be comments on how this is different from a general structure for a private sector company (if you look at stakeholders as shareholders)
Reviewer_1;Author;1;6;0;Bottom of page 9: Missing reference to Co-operative principles by Rochdale Society.
Reviewer_1;Author;1;7;0;USA context concerning cooperatives (upper half page 10) should be highlighted even more for readers to be able to compare to their own context (for instance in Europe)
Reviewer_1;Author;1;8;0;The cooperative firm removes adversarial aspects of market contracting (page 11) - what adversarial aspects?
Reviewer_1;Author;1;9;0;are references 27 and 33 used in the text? (could not find them)
Author;Reviewer_1;2;1;1;Therefore, I recalibrated the piece to note that co-operatives are not third sector organizations, but instead have similar features that could allow the institutional analyst fertile ground for innovations in governance.
Author;Reviewer_1;2;2;2;I have therefore changed the paper from a case study to a discussion paper. Additionally, I note in the paper that I perform an archival analysis of media accounts in an effort to demonstrate how the utilization of the ODPs for analysizing secondary data may better position the analyst to perform rigorous, interogative fieldwork.
Author;Reviewer_1;2;3;3;See the DISCUSSION and CONCLUSION sections, where I have added additional analyses.
Author;Reviewer_1;2;4;4;Corrected.
Author;Reviewer_1;2;5;5;Corrected and accounted for.
Author;Reviewer_1;2;6;6;I do not believe this is a necessary reference as I cite the International Co-operative Alliance principles, and the Rochdale Principles are somewhat commonly understood.
Author;Reviewer_1;2;7;7;Accounted for.
Author;Reviewer_1;2;8;8;Addressed in the text.
Author;Reviewer_1;2;9;9;Corrected.
Reviewer_2;Author;1;1;0;The abstract of the manuscript mentions that dominant modes of third sector organizational governance adhere to a narrow principal-agent orientation. Similarly, in the introduction, it is stated that governance research on third sector organizations predominantly fixates analysts on the board-management dynamic
Reviewer_2;Author;1;2;0;In the abstract, the author also states that the over-reliance on the principal-agent model introduces two challenges. However, a solid foundation for this argument is missing
Reviewer_2;Author;1;3;0;In the introduction, the author also mentions underdeveloped modes of stakeholder governance in the third sector. I do not agree with this view. Several stakeholder governance frameworks for third sector organizations have already been developed in the literature
Reviewer_2;Author;1;4;0;The author uses “stakeholder-controlled firm”, “third sector organizations”, “nonprofit organizations”, “social enterprise”, and “co-operative” without clearly defining these types and mentioning which nonprofit type is actually the focus of the study.
Reviewer_2;Author;1;5;0;I am also not convinced by the definition of co-operatives mentioned in the paper.
Reviewer_2;Author;1;6;0;Furthermore, given that the world of third sector organizations is very rich and heterogeneous, one should be careful by discussing third sector organizations in general, especially since the case study seems to focus on co-operative enterprises.
Reviewer_2;Author;1;7;0;The literature review is completely missing.
Reviewer_2;Author;1;8;0;Given the aforementioned comments, I would advise the author to revise the paper by focusing on the governance of nonprofit associations / co-operatives.
Author;Reviewer_2;2;10;1;I agree with your points about the over-emphasis on principle-agent types of governance arrangements.
Author;Reviewer_2;2;11;2;"I believe the recalibration of the core critique from ""P-A"" to unitarism addresses the commentary, here."
Author;Reviewer_2;2;12;3;"A further recalibration. I adusted the commentary to address ""pluralistic"" governance as opposed to stakeholder governance."
Author;Reviewer_2;2;13;4;I editted the paper for consistenct, in line with your commentary.
Author;Reviewer_2;2;14;5;The definition used is from the official representative body, the International Co-operative Alliance.
Author;Reviewer_2;2;15;6;Acknowledged.
Author;Reviewer_2;2;16;7;Acknowledged.
Author;Reviewer_2;2;17;8;As per your suggestions, I did focus on the co-operative model
Reviewer_3;Author;1;1;0;However, there are subtleties in the literature that need considering, and also the methodology (which is extremely weak).
